INFO 2024-08-31 12:51:35,975 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 19:00:33,688 basehttp "GET /website/login/ HTTP/1.1" 200 4662
INFO 2024-08-31 19:00:46,644 basehttp "POST /website/login/ HTTP/1.1" 200 4662
INFO 2024-08-31 19:02:49,605 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 19:02:50,266 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 19:02:54,163 basehttp "GET /website/ HTTP/1.1" 200 3882
ERROR 2024-08-31 19:02:55,372 log Internal Server Error: /website/login/
Traceback (most recent call last):
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py", line 86, in login_view
    return render(request, 'website/login.html', {'form': form})
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\shortcuts.py", line 25, in render
    content = loader.render_to_string(template_name, context, request, using=using)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\template\loader.py", line 62, in render_to_string
    return template.render(context, request)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\template\backends\django.py", line 107, in render
    return self.template.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\template\base.py", line 171, in render
    return self._render(context)
           ^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\template\base.py", line 163, in _render
    return self.nodelist.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\template\base.py", line 1008, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\template\base.py", line 969, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\template\loader_tags.py", line 159, in render
    return compiled_parent._render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\template\base.py", line 163, in _render
    return self.nodelist.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\template\base.py", line 1008, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\template\base.py", line 969, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\template\loader_tags.py", line 65, in render
    result = block.nodelist.render(context)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\template\base.py", line 1008, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\template\base.py", line 969, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\template\defaulttags.py", line 480, in render
    url = reverse(view_name, args=args, kwargs=kwargs, current_app=current_app)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\urls\base.py", line 88, in reverse
    return resolver._reverse_with_prefix(view, prefix, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\urls\resolvers.py", line 831, in _reverse_with_prefix
    raise NoReverseMatch(msg)
django.urls.exceptions.NoReverseMatch: Reverse for 'register' not found. 'register' is not a valid view function or pattern name.
ERROR 2024-08-31 19:02:55,377 basehttp "GET /website/login/ HTTP/1.1" 500 155682
INFO 2024-08-31 19:05:11,995 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 19:05:16,346 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:05:17,635 basehttp "GET /website/login/ HTTP/1.1" 200 4662
INFO 2024-08-31 19:05:29,121 basehttp "POST /website/login/ HTTP/1.1" 200 4662
INFO 2024-08-31 19:05:57,151 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 19:05:57,715 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 19:06:01,172 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:06:02,290 basehttp "GET /website/login/ HTTP/1.1" 200 4662
INFO 2024-08-31 19:06:15,279 basehttp "POST /website/login/ HTTP/1.1" 200 4662
INFO 2024-08-31 19:10:56,490 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 19:10:57,055 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 19:11:01,918 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:11:01,938 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 19:11:03,057 basehttp "GET /website/login/ HTTP/1.1" 200 4662
INFO 2024-08-31 19:11:37,107 basehttp "POST /website/login/ HTTP/1.1" 302 0
INFO 2024-08-31 19:11:37,111 basehttp "GET /website/login/ HTTP/1.1" 200 4662
INFO 2024-08-31 19:13:07,922 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 19:13:08,525 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 19:13:12,523 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:13:13,873 basehttp "GET /website/login/ HTTP/1.1" 200 4662
INFO 2024-08-31 19:13:23,135 basehttp "POST /website/login/ HTTP/1.1" 302 0
INFO 2024-08-31 19:13:23,146 basehttp "GET /website/showcase/ HTTP/1.1" 200 22324
INFO 2024-08-31 19:13:30,508 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:13:32,128 basehttp "GET /website/login/ HTTP/1.1" 200 4662
INFO 2024-08-31 19:13:35,866 basehttp "POST /website/login/ HTTP/1.1" 302 0
INFO 2024-08-31 19:13:35,879 basehttp "GET /website/showcase/ HTTP/1.1" 200 22324
INFO 2024-08-31 19:13:37,482 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:14:09,877 basehttp "GET /website/showcase/ HTTP/1.1" 200 22324
INFO 2024-08-31 19:14:11,268 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:16:07,923 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 19:16:08,503 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 19:16:11,736 basehttp "GET /website/login/ HTTP/1.1" 302 0
INFO 2024-08-31 19:16:11,753 basehttp "GET /website/showcase/ HTTP/1.1" 200 22324
INFO 2024-08-31 19:16:16,352 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:16:17,642 basehttp "GET /website/login/ HTTP/1.1" 302 0
INFO 2024-08-31 19:16:17,650 basehttp "GET /website/showcase/ HTTP/1.1" 200 22324
INFO 2024-08-31 19:16:19,660 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:17:48,031 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 19:17:48,643 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 19:17:53,355 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:18:00,569 basehttp "GET /website/login/ HTTP/1.1" 302 0
INFO 2024-08-31 19:18:00,582 basehttp "GET /website/showcase/ HTTP/1.1" 200 22324
INFO 2024-08-31 19:18:13,458 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:20:50,313 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 19:20:50,914 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 19:20:55,229 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:20:55,243 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 19:20:57,913 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:20:59,722 basehttp "GET /website/login/ HTTP/1.1" 302 0
INFO 2024-08-31 19:20:59,734 basehttp "GET /website/showcase/ HTTP/1.1" 200 22324
INFO 2024-08-31 19:21:06,734 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:22:46,476 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 19:22:47,080 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 19:22:52,228 basehttp "GET /website/ HTTP/1.1" 200 3882
ERROR 2024-08-31 19:22:53,813 log Internal Server Error: /website/login/
Traceback (most recent call last):
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py", line 61, in login_view
    buyer = request.session['buyer']
            ~~~~~~~~~~~~~~~^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\contrib\sessions\backends\base.py", line 55, in __getitem__
    return self._session[key]
           ~~~~~~~~~~~~~^^^^^
KeyError: 'buyer'
ERROR 2024-08-31 19:22:53,815 basehttp "GET /website/login/ HTTP/1.1" 500 72647
INFO 2024-08-31 19:27:46,164 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 19:27:46,745 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 19:27:51,301 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:27:54,163 basehttp "GET /website/login/ HTTP/1.1" 200 4662
INFO 2024-08-31 19:30:25,066 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 19:30:25,704 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 19:30:26,763 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:30:28,346 basehttp "GET /website/login/ HTTP/1.1" 200 4665
WARNING 2024-08-31 19:31:30,341 log Not Found: /website/login/
WARNING 2024-08-31 19:31:30,342 basehttp "POST /website/login/ HTTP/1.1" 404 2917
INFO 2024-08-31 19:36:49,599 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 19:36:50,247 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 19:36:51,482 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:36:51,530 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 19:36:52,667 basehttp "GET /website/login/ HTTP/1.1" 200 4820
INFO 2024-08-31 19:46:33,674 basehttp "GET /website/login/ HTTP/1.1" 200 4959
INFO 2024-08-31 19:49:39,287 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:49:39,311 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 19:49:41,242 basehttp "GET /website/login/ HTTP/1.1" 200 5062
INFO 2024-08-31 19:56:53,554 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 19:56:54,131 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 19:56:57,684 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 19:56:57,710 basehttp "GET /static/website/img/%D0%90%D1%81%D1%82%D1%80%D1%8B.jpg HTTP/1.1" 304 0
INFO 2024-08-31 19:56:59,691 basehttp "GET /website/login/ HTTP/1.1" 200 4924
WARNING 2024-08-31 19:57:22,220 log Not Found: /website/login/
WARNING 2024-08-31 19:57:22,221 basehttp "POST /website/login/ HTTP/1.1" 404 2917
INFO 2024-08-31 20:04:16,664 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 20:04:17,210 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 20:04:21,083 basehttp "GET /website/ HTTP/1.1" 200 3888
INFO 2024-08-31 20:04:21,102 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 20:04:22,814 basehttp "GET /website/showcase/ HTTP/1.1" 200 16621
INFO 2024-08-31 20:04:22,872 basehttp "GET /static/website/img/%D0%91%D0%B5%D0%BB%D0%B0%D1%8F%D0%9B%D0%B8%D0%BB%D0%B8%D1%8F.jpg HTTP/1.1" 304 0
INFO 2024-08-31 20:04:22,878 basehttp "GET /static/website/img/%D0%91%D0%B5%D0%BB%D0%B0%D1%8F%D0%A0%D0%BE%D0%B7%D0%B0300.jpg HTTP/1.1" 304 0
INFO 2024-08-31 20:04:22,879 basehttp "GET /static/website/img/%D0%91%D1%83%D0%BA%D0%B5%D1%82%D0%9A%D0%BE%D1%80%D0%B7%D0%B8%D0%BD%D0%BA%D0%B01000.jpg HTTP/1.1" 304 0
INFO 2024-08-31 20:04:22,884 basehttp "GET /static/website/img/%D0%A0%D0%BE%D0%B7%D0%B0170.jpg HTTP/1.1" 304 0
INFO 2024-08-31 20:04:22,887 basehttp "GET /static/website/img/%D0%91%D1%83%D0%BA%D0%B5%D1%82%D0%9F%D0%BE%D0%B4%D1%81%D0%BE%D0%BB%D0%BD%D1%83%D1%85.jpg HTTP/1.1" 304 0
INFO 2024-08-31 20:04:22,888 basehttp "GET /static/website/img/%D1%80%D0%BE%D0%B7%D0%B0180.jpg HTTP/1.1" 304 0
INFO 2024-08-31 20:04:22,889 basehttp "GET /static/website/img/%D0%A0%D0%BE%D0%B7%D0%B0200.jpg HTTP/1.1" 304 0
INFO 2024-08-31 20:04:22,890 basehttp "GET /static/website/img/%D0%93%D0%B2%D0%BE%D0%B7%D0%B4%D0%B8%D0%BA%D0%B0.jpg HTTP/1.1" 304 0
INFO 2024-08-31 20:04:22,892 basehttp "GET /static/website/img/%D0%91%D1%83%D0%BA%D0%B5%D1%82%D0%9A%D0%BE%D1%80%D0%B7%D0%B8%D0%BD%D0%BE%D1%87%D0%BA%D0%B0.jpg HTTP/1.1" 304 0
INFO 2024-08-31 20:04:22,893 basehttp "GET /static/website/img/%D0%A0%D0%BE%D0%B7%D0%B0300.jpg HTTP/1.1" 304 0
INFO 2024-08-31 20:04:22,906 basehttp "GET /static/website/img/%D0%A0%D0%BE%D0%B7%D0%B0400.jpg HTTP/1.1" 304 0
INFO 2024-08-31 20:04:22,912 basehttp "GET /static/website/img/%D0%A1%D0%B8%D0%BD%D1%8F%D1%8F%D0%A0%D0%BE%D0%B7%D0%B0.jpg HTTP/1.1" 304 0
INFO 2024-08-31 20:04:25,714 basehttp "GET /website/ HTTP/1.1" 200 3888
INFO 2024-08-31 20:04:29,990 basehttp "GET /website/ HTTP/1.1" 200 3888
INFO 2024-08-31 20:04:35,148 basehttp "GET /website/showcase/ HTTP/1.1" 200 16621
INFO 2024-08-31 20:04:42,711 basehttp "GET /website/ HTTP/1.1" 200 3888
INFO 2024-08-31 20:04:45,085 basehttp "GET /website/showcase/ HTTP/1.1" 200 16621
INFO 2024-08-31 20:04:48,028 basehttp "GET /website/showcase/ HTTP/1.1" 200 16621
INFO 2024-08-31 20:04:52,995 basehttp "GET /website/ HTTP/1.1" 200 3888
INFO 2024-08-31 20:05:27,748 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 20:05:28,283 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 20:05:32,531 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 20:05:41,052 basehttp "GET /website/login/ HTTP/1.1" 200 4933
INFO 2024-08-31 20:05:59,268 basehttp "POST /website/login/ HTTP/1.1" 200 4947
INFO 2024-08-31 20:06:10,410 basehttp "POST /website/login/ HTTP/1.1" 200 4947
INFO 2024-08-31 20:07:27,818 basehttp "POST /website/login/ HTTP/1.1" 200 5084
INFO 2024-08-31 20:08:04,172 basehttp "POST /website/login/ HTTP/1.1" 200 5083
INFO 2024-08-31 20:08:15,995 basehttp "POST /website/login/ HTTP/1.1" 302 0
INFO 2024-08-31 20:08:16,005 basehttp "GET /website/showcase/ HTTP/1.1" 200 22324
INFO 2024-08-31 20:08:22,117 basehttp "GET /website/showcase/ HTTP/1.1" 200 22324
INFO 2024-08-31 20:08:26,289 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 20:08:30,081 basehttp "GET /website/login/ HTTP/1.1" 200 4933
INFO 2024-08-31 20:25:23,443 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 20:25:24,095 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 20:25:55,770 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 20:25:55,795 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 20:25:58,034 basehttp "GET /website/login/ HTTP/1.1" 200 4933
INFO 2024-08-31 20:26:10,682 basehttp "POST /website/login/ HTTP/1.1" 200 5083
INFO 2024-08-31 20:27:00,473 basehttp "POST /website/login/ HTTP/1.1" 302 0
INFO 2024-08-31 20:27:00,484 basehttp "GET /website/showcase/ HTTP/1.1" 200 22322
INFO 2024-08-31 20:27:12,109 basehttp "GET /admin/ HTTP/1.1" 302 0
INFO 2024-08-31 20:27:12,173 basehttp "GET /admin/login/?next=/admin/ HTTP/1.1" 200 5176
INFO 2024-08-31 20:27:12,274 basehttp "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2024-08-31 20:27:12,274 basehttp "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2024-08-31 20:27:12,275 basehttp "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2024-08-31 20:27:12,314 basehttp "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2024-08-31 20:27:12,315 basehttp "GET /static/admin/css/login.css HTTP/1.1" 304 0
INFO 2024-08-31 20:27:12,317 basehttp "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2024-08-31 20:27:12,320 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2024-08-31 20:27:12,327 basehttp "GET /static/admin/img/icon-yes.svg HTTP/1.1" 304 0
INFO 2024-08-31 20:27:12,327 basehttp "GET /static/admin/img/icon-no.svg HTTP/1.1" 304 0
INFO 2024-08-31 20:27:27,688 basehttp "GET /admin/ HTTP/1.1" 302 0
INFO 2024-08-31 20:27:27,696 basehttp "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4362
INFO 2024-08-31 20:27:49,730 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2024-08-31 20:27:49,771 basehttp "GET /admin/ HTTP/1.1" 200 14064
INFO 2024-08-31 20:27:49,793 basehttp "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
INFO 2024-08-31 20:27:49,799 basehttp "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2024-08-31 20:27:49,799 basehttp "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
INFO 2024-08-31 20:27:53,477 basehttp "GET /admin/website/customer/ HTTP/1.1" 200 14454
INFO 2024-08-31 20:27:53,499 basehttp "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2024-08-31 20:27:53,505 basehttp "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2024-08-31 20:27:53,506 basehttp "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2024-08-31 20:27:53,507 basehttp "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2024-08-31 20:27:53,519 basehttp "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2024-08-31 20:27:53,519 basehttp "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2024-08-31 20:27:53,520 basehttp "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2024-08-31 20:27:53,523 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 17546
INFO 2024-08-31 20:27:53,523 basehttp "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2024-08-31 20:27:53,523 basehttp "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2024-08-31 20:27:53,541 basehttp "GET /static/admin/img/search.svg HTTP/1.1" 304 0
INFO 2024-08-31 20:27:53,552 basehttp "GET /static/admin/js/filters.js HTTP/1.1" 304 0
INFO 2024-08-31 20:27:53,571 basehttp "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 304 0
INFO 2024-08-31 20:28:19,158 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 20:28:19,174 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 20:28:20,696 basehttp "GET /website/login/ HTTP/1.1" 200 4933
INFO 2024-08-31 20:28:26,350 basehttp "POST /website/login/ HTTP/1.1" 302 0
INFO 2024-08-31 20:28:26,361 basehttp "GET /website/showcase/ HTTP/1.1" 200 22322
INFO 2024-08-31 20:28:54,031 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 20:30:28,626 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 20:30:29,310 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 20:30:31,384 basehttp "GET /website/login/ HTTP/1.1" 200 4933
INFO 2024-08-31 20:30:36,570 basehttp "POST /website/login/ HTTP/1.1" 302 0
INFO 2024-08-31 20:30:36,586 basehttp "GET /website/showcase/ HTTP/1.1" 200 22324
INFO 2024-08-31 20:30:40,054 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 20:30:41,264 basehttp "GET /website/login/ HTTP/1.1" 302 0
INFO 2024-08-31 20:30:41,273 basehttp "GET /website/showcase/ HTTP/1.1" 200 22324
INFO 2024-08-31 20:30:42,915 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 20:32:06,029 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 20:32:06,656 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 20:32:08,792 basehttp "GET /website/login/ HTTP/1.1" 302 0
INFO 2024-08-31 20:32:08,808 basehttp "GET /website/showcase/ HTTP/1.1" 200 22324
INFO 2024-08-31 20:32:35,773 basehttp "GET /website/logout/ HTTP/1.1" 302 0
INFO 2024-08-31 20:32:35,827 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 20:32:47,802 basehttp "GET /website/login/ HTTP/1.1" 200 4933
INFO 2024-08-31 20:33:00,811 basehttp "POST /website/login/ HTTP/1.1" 200 5079
INFO 2024-08-31 20:33:15,821 basehttp "POST /website/login/ HTTP/1.1" 302 0
INFO 2024-08-31 20:33:15,831 basehttp "GET /website/showcase/ HTTP/1.1" 200 22312
INFO 2024-08-31 20:56:04,108 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 20:56:09,659 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 20:56:09,781 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 10112
INFO 2024-08-31 20:56:11,209 basehttp "GET /website/login/ HTTP/1.1" 302 0
INFO 2024-08-31 20:56:11,217 basehttp "GET /website/showcase/ HTTP/1.1" 200 4697
INFO 2024-08-31 20:56:16,705 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 20:56:17,855 basehttp "GET /website/showcase/ HTTP/1.1" 200 4697
INFO 2024-08-31 20:59:59,113 basehttp "GET /website/showcase/ HTTP/1.1" 200 4979
INFO 2024-08-31 20:59:59,134 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 21:00:15,337 basehttp "GET /website/showcase/ HTTP/1.1" 200 4979
INFO 2024-08-31 21:04:28,705 basehttp "GET /website/showcase/ HTTP/1.1" 200 13087
INFO 2024-08-31 21:04:28,725 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 21:07:53,769 basehttp "GET /website/showcase/ HTTP/1.1" 200 12887
INFO 2024-08-31 21:07:53,791 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 21:08:36,449 basehttp "GET /website/showcase/ HTTP/1.1" 200 12887
INFO 2024-08-31 21:08:39,384 basehttp "GET /website/showcase/ HTTP/1.1" 200 12887
INFO 2024-08-31 21:08:39,411 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 10112
INFO 2024-08-31 21:08:39,429 basehttp "GET /static/website/img/%D0%9D%D0%B0%D1%80%D1%86%D0%B8%D1%81%D1%81.jpg HTTP/1.1" 200 97406
INFO 2024-08-31 21:08:39,431 basehttp "GET /static/website/img/%D0%9F%D0%B8%D0%BE%D0%BD.jpg HTTP/1.1" 200 316951
INFO 2024-08-31 21:08:39,436 basehttp "GET /static/website/img/%D0%A0%D0%BE%D0%B7%D0%B0.jpg HTTP/1.1" 200 8377
